,State Name,County,Congressional District,Zip Code,Energy Source,Agency,Year,Program Name,Total Number of Investments,Total Amount of Assistance,Description,State
9826,North Carolina,Craven,NC-03,28586,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,24300.0,,NC
9827,North Carolina,Currituck,NC-03,27929,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,24345.0,,NC
9828,North Carolina,Jones,NC-03,28555,Biomass,RBS,2015,Rural Energy for America Program (REAP),1,49650.0,Other,NC
9829,North Carolina,Onslow,NC-03,28546,Biomass,FSA,2010,BCAP Matching Payments (NOFA),2,212960.0,,NC
9830,North Carolina,Pasquotank,NC-03,27909,Biomass,FSA,2010,BCAP Matching Payments (NOFA),2,309358.0,,NC
9831,North Carolina,Beaufort,NC-03,27817,Solar,RBS,2019,Business & Industry Guaranteed Loan Program,1,585000.0,Solar Electric,NC
9832,North Carolina,Beaufort,NC-03,27817,Solar,RBS,2019,Rural Energy for America Program (REAP),1,5000000.0,Solar Electric,NC
9833,North Carolina,Beaufort,NC-03,27865,Solar,RBS,2015,Rural Energy for America Program (REAP),1,250000.0,Solar Electric,NC
9834,North Carolina,Camden,NC-03,27974,Solar,RBS,2018,Rural Energy for America Program (REAP),1,7150000.0,Solar Electric,NC
9835,North Carolina,Camden,NC-03,27979,Solar,RBS,2018,Rural Energy for America Program (REAP),1,5980000.0,Solar Electric,NC
9836,North Carolina,Carteret,NC-03,28570,Solar,RBS,2019,Energy Efficiency Improvement Grant (REAP),1,17253.0,Solar Electric,NC
9837,North Carolina,Chowan,NC-03,27980,Solar,RBS,2018,Rural Energy for America Program (REAP),1,6800000.0,Solar Electric,NC
9838,North Carolina,Craven,NC-03,28560,Solar,RBS,2019,Business & Industry Guaranteed Loan Program,1,580000.0,Solar Electric,NC
9839,North Carolina,Craven,NC-03,28560,Solar,RBS,2019,Rural Energy for America Program (REAP),1,5000000.0,Solar Electric,NC
9840,North Carolina,Currituck,NC-03,27939,Solar,RBS,2019,Business & Industry Guaranteed Loan Program,1,7750000.0,Solar Electric,NC
9841,North Carolina,Currituck,NC-03,27939,Solar,RBS,2019,Rural Energy for America Program (REAP),1,10000000.0,Solar Electric,NC
9842,North Carolina,Jones,NC-03,28501,Solar,RBS,2017,Rural Energy for America Program (REAP),1,3700000.0,Solar Electric,NC
9843,North Carolina,Jones,NC-03,28526,Solar,RBS,2021,Rural Energy for America Program (REAP),1,2100000.0,Solar Electric,NC
9844,North Carolina,Jones,NC-03,28573,Solar,RBS,2016,Rural Energy for America Program (REAP),1,5000000.0,Solar Electric,NC
9845,North Carolina,Lenoir,NC-03,28530,Solar,RBS,2016,Rural Energy for America Program (REAP),1,4375000.0,Solar Electric,NC
9846,North Carolina,Lenoir,NC-03,28530,Solar,RBS,2021,Rural Energy for America Program (REAP),1,5720000.0,Solar Electric,NC
9847,North Carolina,Lenoir,NC-03,28551,Solar,RBS,2017,Rural Energy for America Program (REAP),1,1700000.0,Solar Electric,NC
9848,North Carolina,Onslow,NC-03,28540,Solar,RBS,2021,Rural Energy for America Program (REAP),1,1746272.0,Solar Electric,NC
9849,North Carolina,Onslow,NC-03,28574,Solar,RBS,2021,Rural Energy for America Program (REAP),1,1750408.0,Solar Electric,NC
9850,North Carolina,Pamlico,NC-03,28509,Solar,RBS,2017,Rural Energy for America Program (REAP),1,5000000.0,Solar Electric,NC
9851,North Carolina,Pamlico,NC-03,28529,Solar,RBS,2021,Rural Energy for America Program (REAP),1,5840000.0,Solar Electric,NC
9852,North Carolina,Pasquotank,NC-03,27909,Solar,RBS,2016,Rural Energy for America Program (REAP),1,4366047.0,Solar Electric,NC
9853,North Carolina,Perquimans,NC-03,27919,Solar,RBS,2014,Rural Energy for America Program (REAP),1,5000000.0,Solar Electric,NC
9854,North Carolina,Perquimans,NC-03,27932,Solar,RBS,2018,Rural Energy for America Program (REAP),1,4500000.0,Solar Electric,NC
9855,North Carolina,Perquimans,NC-03,27944,Solar,RBS,2010,Energy Efficiency Improvement Grant (REAP),1,8127.0,Solar Electric,NC
9856,North Carolina,Perquimans,NC-03,27944,Solar,RBS,2019,Business & Industry Guaranteed Loan Program,1,1360000.0,Solar Electric,NC
9857,North Carolina,Perquimans,NC-03,27944,Solar,RBS,2019,Rural Energy for America Program (REAP),1,5000000.0,Solar Electric,NC
9858,North Carolina,Pitt,NC-03,27834,Solar,RBS,2015,Rural Energy for America Program (REAP),1,50000.0,Other,NC
9859,North Carolina,Pitt,NC-03,28513,Solar,RBS,2015,Rural Energy for America Program (REAP),1,3750000.0,Solar Large,NC
9860,North Carolina,Pitt,NC-03,28530,Solar,RBS,2015,Rural Energy for America Program (REAP),1,3750000.0,Solar Large,NC
9861,North Carolina,Harnett,NC-04,28323,Geothermal,RBS,2011,Rural Energy for America Program (REAP),1,49000.0,Other,NC
9862,North Carolina,Durham,NC-04,27709,Biomass,NIFA,2016,BRDI Grant,1,2342484.0,Biomass R&D Initiative FY2009 Forward,NC
9863,North Carolina,Harnett,NC-04,27505,Biomass,RBS,2011,Rural Energy for America Program (REAP),1,20000.0,Other,NC
9864,North Carolina,Harnett,NC-04,27505,Biomass,RBS,2012,Rural Energy for America Program (REAP),1,30000.0,Other,NC
9865,North Carolina,Orange,NC-04,27510,Biomass,NIFA,2008,SBIR Grants,1,79950.0,Biofuels and Biobased Products,NC
9866,North Carolina,Wake,NC-04,27519,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,48278.0,,NC
9867,North Carolina,Wake,NC-04,27601,Biomass,NIFA,2011,AFRI Grant,1,50000.0,Sustainable Bioenergy: Planning,NC
9868,North Carolina,Wake,NC-04,27606,Biomass,NIFA,2011,SBIR Grants,1,100000.0,Biofuels and Biobased Products,NC
9869,North Carolina,Wake,NC-04,27695,Biomass,FS,2007,Woody Biomass Utilization Grant,1,247802.0,Machine System Development for Harvesting Small-Diameter Woody Biomass & Reducing Hazardous Fuels,NC
9870,North Carolina,Wake,NC-04,27695,Biomass,FS,2015,Wood Innovations Grants,1,214953.0,,NC
9871,North Carolina,Wake,NC-04,27695,Biomass,NIFA,2009,BRDI Grant,3,2506419.64,Biomass R&D Initiative Awards Funded Prior to FY2009,NC
9872,North Carolina,Wake,NC-04,27695,Biomass,NIFA,2011,AFRI Grant,1,173601.0,Sustainable Bioenergy:  Sustainable Bioenergy Research,NC
9873,North Carolina,Wake,NC-04,27695,Biomass,NIFA,2012,AFRI Grant,1,629369.0,Sustainable Bioenergy:  Sustainable Bioenergy Research,NC
9874,North Carolina,Wake,NC-04,27695,Biomass,NIFA,2017,AFRI Grant,1,2750000.0,Sustainable Bioenergy:  Investing in America's Scientific Corps: Stimulating a New Era of Students and Faculty in Bioenergy,NC
9875,North Carolina,Wake,NC-04,27695,Biomass,NIFA,2018,AFRI Grant,1,499989.0,Bioprocessing and Bioengineering,NC
9876,North Carolina,Alamance,NC-04,27217,Solar,RBS,2015,Rural Energy for America Program (REAP),1,3709000.0,Solar Large,NC
9877,North Carolina,Alamance,NC-04,27258,Solar,RBS,2015,Rural Energy for America Program (REAP),1,49931.0,Solar Large,NC
9878,North Carolina,Cumberland,NC-04,28356,Solar,RBS,2015,Rural Energy for America Program (REAP),1,5954.0,Solar Small,NC
9879,North Carolina,Orange,NC-04,27302,Solar,RBS,2015,Rural Energy for America Program (REAP),1,1850000.0,Solar Large,NC
9880,North Carolina,Orange,NC-04,27302,Solar,RBS,2020,Rural Energy for America Program (REAP),1,6250000.0,Solar Electric,NC
9881,North Carolina,Orange,NC-04,27514,Solar,RBS,2017,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,NC
9882,North Carolina,Orange,NC-04,27516,Solar,RBS,2007,Renewable Energy Systems (REAP),1,3603.0,Solar Thermal,NC
9883,North Carolina,Orange,NC-04,27516,Solar,RBS,2013,Rural Energy for America Program (REAP),1,17425.0,Solar Electric,NC
9884,North Carolina,Orange,NC-04,27516,Solar,RBS,2015,Rural Energy for America Program (REAP),1,25194.0,Solar Electric,NC
9885,North Carolina,Orange,NC-04,27516,Solar,RBS,2016,Rural Energy for America Program (REAP),1,2200000.0,Solar Electric,NC
9886,North Carolina,Orange,NC-04,27705,Solar,RBS,2017,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,NC
9887,North Carolina,Wake,NC-04,27529,Solar,RBS,2016,Rural Energy for America Program (REAP),2,5290378.0,Solar Electric,NC
9888,North Carolina,Wake,NC-04,27616,Solar,RBS,2015,Rural Energy for America Program (REAP),1,426000.0,Solar Large,NC
9889,North Carolina,Wake,NC-04,27616,Solar,RBS,2016,Rural Energy for America Program (REAP),1,267085.0,Solar Electric,NC
9890,North Carolina,Wake,NC-04,27616,Solar,RBS,2017,Rural Energy for America Program (REAP),1,114582.0,Solar Electric,NC
9891,North Carolina,Cumberland,NC-04,28301,Wind,RBS,2010,Rural Business Opportunity,1,75000.0,Wind Small,NC
9892,North Carolina,Wilkes,NC-05,28697,Hydroelectric,RBS,2013,Rural Energy for America Program (REAP),1,3650000.0,Hydro Electric,NC
9893,North Carolina,Davie,NC-05,27028,Biomass,RBS,2009,Rural Energy for America Program (REAP),1,5883.0,Thermal Conversion,NC
9894,North Carolina,Forsyth,NC-05,27101,Biomass,NIFA,2009,SBIR Grants,1,79888.0,Biofuels and Biobased Products,NC
9895,North Carolina,Stokes,NC-05,27022,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,37287.0,,NC
9896,North Carolina,Surry,NC-05,27007,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,224232.0,,NC
9897,North Carolina,Wilkes,NC-05,28669,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,9970.0,,NC
9898,North Carolina,Alexander,NC-05,28681,Solar,RBS,2020,Business & Industry Guaranteed Loan Program,1,492000.0,Solar Electric,NC
9899,North Carolina,Alexander,NC-05,28681,Solar,RBS,2020,Rural Energy for America Program (REAP),1,5000000.0,Solar Electric,NC
9900,North Carolina,Forsyth,NC-05,27045,Solar,RBS,2015,Rural Energy for America Program (REAP),1,700000.0,Solar Electric,NC
9901,North Carolina,Forsyth,NC-05,27045,Solar,RBS,2019,Energy Efficiency Improvement Grant (REAP),1,13242.0,Solar Electric,NC
9902,North Carolina,Forsyth,NC-05,27127,Solar,RBS,2015,Renewable Energy Systems (REAP),1,3900000.0,Solar Electric,NC
9903,North Carolina,Stokes,NC-05,27043,Solar,RBS,2020,Rural Energy for America Program (REAP),1,61859.0,Solar Electric,NC
9904,North Carolina,Stokes,NC-05,27052,Solar,RBS,2016,Rural Energy for America Program (REAP),1,3707178.0,Solar Electric,NC
9905,North Carolina,Stokes,NC-05,27053,Solar,RBS,2019,Energy Efficiency Improvement Grant (REAP),1,12560.0,Solar Electric,NC
9906,North Carolina,Surry,NC-05,27017,Solar,RBS,2019,Energy Efficiency Improvement Grant (REAP),1,8300.0,Solar Electric,NC
9907,North Carolina,Surry,NC-05,27017,Solar,RBS,2020,Rural Energy for America Program (REAP),1,3900000.0,Solar Electric,NC
9908,North Carolina,Surry,NC-05,27043,Solar,RBS,2020,Rural Energy for America Program (REAP),1,49372.0,Solar Electric,NC
9909,North Carolina,Surry,NC-05,28621,Solar,RBS,2017,Energy Efficiency Improvement Grant (REAP),1,9540.0,Solar Thermal,NC
9910,North Carolina,Watauga,NC-05,28604,Solar,RBS,2012,Energy Efficiency Improvement Grant (REAP),1,20000.0,Other,NC
9911,North Carolina,Watauga,NC-05,28698,Solar,RBS,2020,Energy Efficiency Improvement Grant (REAP),1,9603.0,Solar Electric,NC
9912,North Carolina,Wilkes,NC-05,28651,Solar,RBS,2008,Renewable Energy Systems (REAP),1,4888.0,,NC
9913,North Carolina,Wilkes,NC-05,28659,Solar,RBS,2013,Rural Energy for America Program (REAP),1,50000.0,Solar Electric,NC
9914,North Carolina,Wilkes,NC-05,28659,Solar,RBS,2019,Energy Efficiency Improvement Grant (REAP),1,11250.0,Solar Electric,NC
9915,North Carolina,Yadkin,NC-05,27020,Solar,RBS,2020,Rural Energy for America Program (REAP),1,112500.0,Solar Electric,NC
9916,North Carolina,Chatham,NC-06,27312,Biomass,NIFA,2012,SBIR Grants,1,99890.0,Biofuels and Biobased Products,NC
9917,North Carolina,Chatham,NC-06,27312,Biomass,NIFA,2014,SBIR Grants,1,99890.0,Biofuels and Biobased Products,NC
9918,North Carolina,Chatham,NC-06,27312,Biomass,RBS,2009,Advanced Biofuel Payment Program,1,7710.29,Biofuels,NC
9919,North Carolina,Chatham,NC-06,27312,Biomass,RBS,2010,Advanced Biofuel Payment Program,1,5437.92,Biofuels,NC
9920,North Carolina,Chatham,NC-06,27312,Biomass,RBS,2011,Advanced Biofuel Payment Program,1,24893.95,Biofuels,NC
9921,North Carolina,Chatham,NC-06,27312,Biomass,RBS,2012,Advanced Biofuel Payment Program,1,2806.79,Biofuels,NC
9922,North Carolina,Chatham,NC-06,27312,Biomass,RBS,2013,Advanced Biofuel Payment Program,1,7312.4,Biofuels,NC
9923,North Carolina,Chatham,NC-06,27312,Biomass,RBS,2014,Advanced Biofuel Payment Program,1,14082.72,Biofuels,NC
9924,North Carolina,Chatham,NC-06,27312,Biomass,RBS,2015,Advanced Biofuel Payment Program,1,8.25,Biofuels,NC
9925,North Carolina,Chatham,NC-06,27344,Biomass,FSA,2010,BCAP Matching Payments (NOFA),2,13838.0,,NC
9926,North Carolina,Guilford,NC-06,27411,Biomass,NIFA,2009,BRDI Grant,1,765992.2,Biomass R&D Initiative Awards Funded Prior to FY2009,NC
9927,North Carolina,Person,NC-06,27572,Biomass,RBS,2013,Rural Energy for America Program (REAP),1,34000.0,Thermal Conversion,NC
9928,North Carolina,Randolph,NC-06,27205,Biomass,FSA,2010,BCAP Matching Payments (NOFA),2,419094.0,,NC
9929,North Carolina,Rockingham,NC-06,27048,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,1665.0,,NC
9930,North Carolina,Rockingham,NC-06,27288,Biomass,FSA,2010,BCAP Matching Payments (NOFA),2,6324.0,,NC
9931,North Carolina,Rockingham,NC-06,27326,Biomass,RBS,2007,Renewable Energy Systems (REAP),1,3069.0,Thermal Conversion,NC
9932,North Carolina,Rockingham,NC-06,27326,Biomass,RBS,2008,Renewable Energy Systems (REAP),1,8009.0,Thermal Conversion,NC
9933,North Carolina,Alamance,NC-06,27217,Solar,RBS,2015,Energy Efficiency Improvement Grant (REAP),1,19982.0,Solar Electric,NC
9934,North Carolina,Alamance,NC-06,27253,Solar,RBS,2020,Rural Energy for America Program (REAP),1,3439000.0,Solar Electric,NC
9935,North Carolina,Alamance,NC-06,27258,Solar,RBS,2017,Rural Energy for America Program (REAP),1,4200000.0,Solar Electric,NC
9936,North Carolina,Alamance,NC-06,27349,Solar,RBS,2015,Rural Energy for America Program (REAP),1,3400000.0,Solar Large,NC
9937,North Carolina,Caswell,NC-06,27302,Solar,RBS,2016,Energy Efficiency Improvement Grant (REAP),1,11800.0,Solar Electric,NC
9938,North Carolina,Caswell,NC-06,27315,Solar,RBS,2020,Rural Energy for America Program (REAP),1,3725000.0,Solar Electric,NC
9939,North Carolina,Chatham,NC-06,27207,Solar,RBS,2017,Rural Energy for America Program (REAP),1,1700000.0,Solar Electric,NC
9940,North Carolina,Chatham,NC-06,27312,Solar,RBS,2017,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,NC
9941,North Carolina,Chatham,NC-06,27344,Solar,RBS,2016,Rural Energy for America Program (REAP),1,4925000.0,Solar Electric,NC
9942,North Carolina,Chatham,NC-06,27344,Solar,RBS,2020,Energy Efficiency Improvement Grant (REAP),1,13503.0,Solar Electric,NC
9943,North Carolina,Guilford,NC-06,27214,Solar,RBS,2011,Rural Energy for America Program (REAP),1,47000.0,Solar Electric,NC
9944,North Carolina,Guilford,NC-06,27214,Solar,RBS,2012,Rural Energy for America Program (REAP),1,43737.0,Solar Electric,NC
9945,North Carolina,Guilford,NC-06,27283,Solar,RBS,2014,Business & Industry Guaranteed Loan Program,3,8280000.0,Solar Electric,NC
9946,North Carolina,Guilford,NC-06,27301,Solar,RBS,2009,Rural Energy for America Program (REAP),1,48750.0,Solar Electric,NC
9947,North Carolina,Guilford,NC-06,27405,Solar,RBS,2014,Business & Industry Guaranteed Loan Program,1,1720000.0,Solar Electric,NC
9948,North Carolina,Guilford,NC-06,28792,Solar,RBS,2014,Renewable Energy Systems (REAP),1,3189318.0,Solar Electric,NC
9949,North Carolina,Lee,NC-06,27330,Solar,RBS,2016,Rural Energy for America Program (REAP),1,4925000.0,Solar Electric,NC
9950,North Carolina,Lee,NC-06,27330,Solar,RBS,2018,Rural Energy for America Program (REAP),1,2150000.0,Solar Electric,NC
9951,North Carolina,Lee,NC-06,27332,Solar,RBS,2021,Rural Energy for America Program (REAP),1,2300000.0,Solar Electric,NC
9952,North Carolina,Person,NC-06,27574,Solar,RBS,2016,Renewable Energy Systems (REAP),1,1990000.0,Solar Electric,NC
9953,North Carolina,Person,NC-06,27574,Solar,RBS,2018,Business & Industry Guaranteed Loan Program,1,175000.0,Solar Electric,NC
9954,North Carolina,Person,NC-06,27574,Solar,RBS,2018,Rural Energy for America Program (REAP),2,6839000.0,Solar Electric,NC
9955,North Carolina,Person,NC-06,27574,Solar,RBS,2020,Business & Industry Guaranteed Loan Program,1,325000.0,Solar Electric,NC
9956,North Carolina,Person,NC-06,27574,Solar,RBS,2020,Rural Energy for America Program (REAP),1,5000000.0,Solar Electric,NC
9957,North Carolina,Randolph,NC-06,27203,Solar,RBS,2017,Rural Energy for America Program (REAP),1,5000000.0,Solar Electric,NC
9958,North Carolina,Randolph,NC-06,27205,Solar,RBS,2018,Business & Industry Guaranteed Loan Program,1,760000.0,Solar Electric,NC
9959,North Carolina,Randolph,NC-06,27205,Solar,RBS,2018,Rural Energy for America Program (REAP),1,3682000.0,Solar Electric,NC
9960,North Carolina,Randolph,NC-06,27205,Solar,RBS,2020,Rural Energy for America Program (REAP),1,24001.0,Solar Electric,NC
9961,North Carolina,Randolph,NC-06,27239,Solar,RBS,2019,Business & Industry Guaranteed Loan Program,1,250000.0,Solar Electric,NC
9962,North Carolina,Randolph,NC-06,27239,Solar,RBS,2019,Rural Energy for America Program (REAP),1,1700000.0,Solar Electric,NC
9963,North Carolina,Randolph,NC-06,27316,Solar,RBS,2019,Rural Energy for America Program (REAP),2,486375.0,Solar Electric,NC
9964,North Carolina,Randolph,NC-06,27341,Solar,RBS,2018,Business & Industry Guaranteed Loan Program,1,1675000.0,Solar Electric,NC
9965,North Carolina,Rockingham,NC-06,27027,Solar,RBS,2020,Energy Efficiency Improvement Grant (REAP),1,12000.0,Solar Electric,NC
9966,North Carolina,Rockingham,NC-06,27320,Solar,RBS,2011,Rural Energy for America Program (REAP),1,50000.0,Solar Electric,NC
9967,North Carolina,Rockingham,NC-06,27320,Solar,RBS,2015,Rural Energy for America Program (REAP),1,3900000.0,Solar Large,NC
9968,North Carolina,Rockingham,NC-06,27320,Solar,RBS,2016,Rural Energy for America Program (REAP),1,4425000.0,Solar Electric,NC
9969,North Carolina,Surry,NC-06,27030,Solar,RBS,2012,Business & Industry Guaranteed Loan Program,1,7000000.0,Other,NC
9970,North Carolina,Bladen,NC-07,28448,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,63000.0,,NC
9971,North Carolina,Brunswick,NC-07,28469,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,6735.0,,NC
9972,North Carolina,Columbus,NC-07,28430,Biomass,RBS,2007,Renewable Energy Systems (REAP),1,2550.0,Thermal Conversion,NC
9973,North Carolina,Columbus,NC-07,28463,Biomass,FSA,2010,BCAP Matching Payments (NOFA),2,138148.0,,NC
9974,North Carolina,Duplin,NC-07,28466,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,31881.0,,NC
9975,North Carolina,Duplin,NC-07,28466,Biomass,FSA,2014,BCAP Project Area Cost-Share,2,46688.0,FREEDOM Giant Miscanthus crop planting,NC
9976,North Carolina,Duplin,NC-07,28466,Biomass,FSA,2014,BCAP Project Area Rental,2,2650.0,FREEDOM Giant Miscanthus crop planting,NC
9977,North Carolina,Duplin,NC-07,28466,Biomass,FSA,2015,BCAP Project Area Cost-Share,1,5997.0,FREEDOM Giant Miscanthus crop planting,NC
9978,North Carolina,Duplin,NC-07,28466,Biomass,FSA,2015,BCAP Project Area Rental,3,5604.0,FREEDOM Giant Miscanthus crop planting,NC
9979,North Carolina,Duplin,NC-07,28466,Biomass,FSA,2016,BCAP Project Area Rental,2,2235.0,FREEDOM Giant Miscanthus crop planting,NC
9980,North Carolina,Duplin,NC-07,28466,Biomass,FSA,2017,BCAP Project Area Rental,3,4707.0,FREEDOM Giant Miscanthus crop planting,NC
9981,North Carolina,Duplin,NC-07,28466,Biomass,FSA,2018,BCAP Project Area Rental,3,9211.0,FREEDOM Giant Miscanthus crop planting,NC
9982,North Carolina,New Hanover,NC-07,28401,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,22500.0,,NC
9983,North Carolina,New Hanover,NC-07,28405,Biomass,FSA,2010,BCAP Matching Payments (NOFA),3,129312.0,,NC
9984,North Carolina,Pender,NC-07,28457,Biomass,FSA,2010,BCAP Matching Payments (NOFA),2,326190.0,,NC
9985,North Carolina,Sampson,NC-07,28382,Biomass,FSA,2013,BCAP Project Area Cost-Share,2,24899.0,FREEDOM Giant Miscanthus crop planting,NC
9986,North Carolina,Sampson,NC-07,28382,Biomass,FSA,2014,BCAP Project Area Rental,2,3241.0,FREEDOM Giant Miscanthus crop planting,NC
9987,North Carolina,Sampson,NC-07,28382,Biomass,FSA,2015,BCAP Project Area Rental,2,3241.0,FREEDOM Giant Miscanthus crop planting,NC
9988,North Carolina,Sampson,NC-07,28382,Biomass,FSA,2016,BCAP Project Area Rental,2,2195.0,FREEDOM Giant Miscanthus crop planting,NC
9989,North Carolina,Sampson,NC-07,28382,Biomass,FSA,2017,BCAP Project Area Rental,2,1890.0,FREEDOM Giant Miscanthus crop planting,NC
9990,North Carolina,Sampson,NC-07,28382,Biomass,FSA,2018,BCAP Project Area Rental,2,2040.0,FREEDOM Giant Miscanthus crop planting,NC
9991,North Carolina,Bladen,NC-07,28320,Solar,RBS,2015,Rural Energy for America Program (REAP),1,4000000.0,Solar Large,NC
9992,North Carolina,Bladen,NC-07,28399,Solar,RBS,2011,Energy Efficiency Improvement Grant (REAP),1,9117.0,Solar Electric,NC
9993,North Carolina,Brunswick,NC-07,28420,Solar,RBS,2017,Rural Energy for America Program (REAP),1,875000.0,Solar Electric,NC
9994,North Carolina,Brunswick,NC-07,28422,Solar,RBS,2017,Rural Energy for America Program (REAP),2,1750000.0,Solar Electric,NC
9995,North Carolina,Brunswick,NC-07,28451,Solar,RBS,2017,Rural Energy for America Program (REAP),1,875000.0,Solar Electric,NC
9996,North Carolina,Brunswick,NC-07,28459,Solar,RBS,2010,Rural Energy for America Program (REAP),1,34816.0,Solar Electric,NC
9997,North Carolina,Brunswick,NC-07,28462,Solar,RBS,2013,Rural Energy for America Program (REAP),1,11999.0,Solar Large,NC
9998,North Carolina,Columbus,NC-07,28431,Solar,RBS,2014,Rural Energy for America Program (REAP),1,3000000.0,Solar Electric,NC
9999,North Carolina,Columbus,NC-07,28432,Solar,RBS,2017,Rural Energy for America Program (REAP),1,875000.0,Solar Electric,NC
10000,North Carolina,Columbus,NC-07,28433,Solar,RBS,2017,Rural Energy for America Program (REAP),1,875000.0,Solar Electric,NC
10001,North Carolina,Columbus,NC-07,28436,Solar,RBS,2020,Business & Industry Guaranteed Loan Program,1,682000.0,Solar Electric,NC
10002,North Carolina,Columbus,NC-07,28436,Solar,RBS,2020,Rural Energy for America Program (REAP),1,5000000.0,Solar Electric,NC
10003,North Carolina,Columbus,NC-07,28438,Solar,RBS,2017,Rural Energy for America Program (REAP),2,1750000.0,Solar Electric,NC
10004,North Carolina,Columbus,NC-07,28463,Solar,RBS,2017,Rural Energy for America Program (REAP),3,2625000.0,Solar Electric,NC
10005,North Carolina,Columbus,NC-07,28472,Solar,RBS,2017,Rural Energy for America Program (REAP),1,875000.0,Solar Electric,NC
10006,North Carolina,Cumberland,NC-07,28382,Solar,RBS,2010,Energy Efficiency Improvement Grant (REAP),1,14650.0,Solar Electric,NC
10007,North Carolina,Duplin,NC-07,28365,Solar,RBS,2020,Business & Industry Guaranteed Loan Program,1,575000.0,Solar Electric,NC
10008,North Carolina,Duplin,NC-07,28365,Solar,RBS,2020,Rural Energy for America Program (REAP),2,6047000.0,Solar Electric,NC
10009,North Carolina,Duplin,NC-07,28398,Solar,RBS,2013,Renewable Energy Systems (REAP),1,564927.11,Solar Electric,NC
10010,North Carolina,Duplin,NC-07,28398,Solar,RBS,2013,Rural Energy for America Program (REAP),1,4435072.89,Solar Electric,NC
10011,North Carolina,Duplin,NC-07,28398,Solar,RBS,2015,Rural Energy for America Program (REAP),1,3802000.0,Solar Large,NC
10012,North Carolina,Duplin,NC-07,28398,Solar,RBS,2016,Rural Energy for America Program (REAP),1,4575000.0,Solar Electric,NC
10013,North Carolina,Duplin,NC-07,28458,Solar,RBS,2019,Business & Industry Guaranteed Loan Program,1,1300000.0,Solar Electric,NC
10014,North Carolina,Duplin,NC-07,28458,Solar,RBS,2019,Rural Energy for America Program (REAP),1,5000000.0,Solar Electric,NC
10015,North Carolina,Duplin,NC-07,28458,Solar,RBS,2020,Business & Industry Guaranteed Loan Program,1,992000.0,Solar Electric,NC
10016,North Carolina,Duplin,NC-07,28458,Solar,RBS,2020,Rural Energy for America Program (REAP),1,5000000.0,Solar Electric,NC
10017,North Carolina,Duplin,NC-07,28466,Solar,RBS,2018,Rural Energy for America Program (REAP),1,4890000.0,Solar Electric,NC
10018,North Carolina,Duplin,NC-07,28466,Solar,RBS,2021,Rural Energy for America Program (REAP),1,5175000.0,Solar Electric,NC
10019,North Carolina,Duplin,NC-07,28518,Solar,RBS,2017,Rural Energy for America Program (REAP),1,1800000.0,Solar Electric,NC
10020,North Carolina,Duplin,NC-07,28518,Solar,RBS,2018,Rural Energy for America Program (REAP),1,2025000.0,Solar Electric,NC
10021,North Carolina,Duplin,NC-07,28572,Solar,RBS,2020,Rural Energy for America Program (REAP),1,1282000.0,Solar Electric,NC
10022,North Carolina,Johnston,NC-07,27504,Solar,RBS,2018,Rural Energy for America Program (REAP),1,4377000.0,Solar Electric,NC
10023,North Carolina,Johnston,NC-07,27504,Solar,RBS,2021,Rural Energy for America Program (REAP),1,5850000.0,Solar Electric,NC
10024,North Carolina,Johnston,NC-07,27524,Solar,RBS,2019,Rural Energy for America Program (REAP),1,2210000.0,Solar Electric,NC
10025,North Carolina,Johnston,NC-07,27576,Solar,RBS,2013,Rural Energy for America Program (REAP),1,45000.0,Solar Large,NC
10026,North Carolina,Johnston,NC-07,27576,Solar,RBS,2014,Renewable Energy Systems (REAP),1,3218977.0,Solar Electric,NC
10027,North Carolina,Johnston,NC-07,27576,Solar,RBS,2014,Rural Energy for America Program (REAP),1,30262.0,Solar Electric,NC
10028,North Carolina,Johnston,NC-07,27576,Solar,RBS,2015,Rural Energy for America Program (REAP),1,3850000.0,Solar Large,NC
10029,North Carolina,Johnston,NC-07,27577,Solar,RBS,2015,Rural Energy for America Program (REAP),1,4300000.0,Solar Large,NC
10030,North Carolina,Johnston,NC-07,27592,Solar,RBS,2019,Rural Energy for America Program (REAP),1,1310000.0,Solar Electric,NC
10031,North Carolina,Pender,NC-07,28425,Solar,RBS,2020,Rural Energy for America Program (REAP),1,3200000.0,Solar Electric,NC
10032,North Carolina,Pender,NC-07,28443,Solar,RBS,2009,Rural Energy for America Program (REAP),1,16370.0,Solar Electric,NC
10033,North Carolina,Pender,NC-07,28443,Solar,RBS,2018,Rural Energy for America Program (REAP),1,4818000.0,Solar Electric,NC
